UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Thiago Ferri,@b_ferri,2022-09-28T23:41:06.000Z,"Thiago Ferri
@b_ferri
·
Sep 28, 2022","A escalação do Palmeiras sairá daqui a pouco, mas Abel Ferreira tem apenas um volante à disposição. Fabinho, do sub-20, tinha tudo para ser titular diante das ausências, mas se machucou no treino em São Paulo e nem viajou #trmineirao",,,1,46,[],https://twitter.com/b_ferri/status/1575269397110956033
ABC Landline,@abclandline,2022-09-28T22:39:27.000Z,"ABC Landline
@abclandline
·
Sep 28, 2022",Alcohol from cow's milk —  a 'whey' to help the dairy industry?,,1,,1,['https://pbs.twimg.com/card_img/1668659686038462465/9oRXWRlG?format=jpg&name=small'],https://twitter.com/abclandline/status/1575253885102350337
Vitor Guedes,@vitao_guedes,2022-09-28T22:49:33.000Z,"Vitor Guedes
@vitao_guedes
·
Sep 28, 2022","Intervalo, 1 a 1 na 
@NeoQuimicaArena
. Corinthians, apesar do longo periodo de treino e descanso, mal no primeiro tempo",,,,7,[],https://twitter.com/vitao_guedes/status/1575256427324735490
MedlinePlus Español,@MedlinePlusEsp,2022-09-28T23:35:01.000Z,"MedlinePlus Español
@MedlinePlusEsp
·
Sep 28, 2022","¿Sabías que se recomienda comer proteínas todos los días? El cuerpo no las almacena del mismo modo que las grasas o carbohidratos. La cantidad necesria depende de la edad, sexo, estado de salud y nivel de actividad física. ¿Cuánta proteína se recomienda? http://ow.ly/ILlO50KW2Xe",👉,,5,16,[],https://twitter.com/MedlinePlusEsp/status/1575267867645431809
𝗘𝘃𝗲𝗹𝘆𝗻,@edittys,2022-09-29T22:16:29.000Z,"𝗘𝘃𝗲𝗹𝘆𝗻
@edittys
·
Sep 29, 2022",Treino em dia em Juli,🍒 🪗 🥵 ❤,1,3,115,['https://pbs.twimg.com/media/Fd2xZPKXoAo6C0J?format=jpg&name=900x900'],https://twitter.com/edittys/status/1575610494358269952
udso13✠,@Hudsonsfjr123,2022-09-29T22:24:26.000Z,"udso13✠
@Hudsonsfjr123
·
Sep 29, 2022",Acabou meu whey,,,,,[],https://twitter.com/Hudsonsfjr123/status/1575612492805722112
angie,@angieaagus,2022-09-29T23:17:12.000Z,"angie
@angieaagus
·
Sep 29, 2022",Que lindo el crossfit ,🥹,,,,[],https://twitter.com/angieaagus/status/1575625773397864448
Thurzim gelado,@HeiArthurr,2022-09-29T23:45:19.000Z,"Thurzim gelado
@HeiArthurr
·
Sep 29, 2022",acabou... acabou meu whey ,🧊 🥶 😢,1,,,[],https://twitter.com/HeiArthurr/status/1575632849822429184
Scruby 【 Cheese Factman / Sound Engineer 】,@lord_scruby,2022-09-29T22:24:48.000Z,"Scruby 【 Cheese Factman / Sound Engineer 】
@lord_scruby
·
Sep 29, 2022","#Dailycheese 90

There is only 1 type of cheese who's name begins with X, that being Xynotyro. Its's a Greek cheese produced from waste whey from other, superior cheeses

#Cheese #VtubersEN #Vtuber #ENVtuber #VtubersUprising #Vtubers",,,1,3,[],https://twitter.com/lord_scruby/status/1575612583624974336
Adebayo Akinpelu,@aruhullahi,2022-09-29T21:43:01.000Z,"Adebayo Akinpelu
@aruhullahi
·
Sep 29, 2022","An cash out things, party whey no get structure, oyinbo do gofundme now another one is scamming again.",❄ 🦇 🦁 🕊,,1,1,['https://pbs.twimg.com/profile_images/1596564335844802562/h33_sD_Z_mini.jpg'],https://twitter.com/aruhullahi/status/1575602070710730752
Fitness Retweets,@FitnessRetweets,2022-09-29T22:40:06.000Z,"Fitness Retweets
@FitnessRetweets
·
Sep 29, 2022","TOP CALORIE BURNERS - #Sprints, #Jumproping, #MMA, #Boxing, #Cycling #CircuitTraining #CrossFit",,,,,[],https://twitter.com/FitnessRetweets/status/1575616434687860736
CrossFit Wallingford,@CFWallingford,2022-09-29T23:20:28.000Z,"CrossFit Wallingford
@CFWallingford
·
Sep 29, 2022","Friday
9/30/22
Strength:
Clean complex
5 sets
1 power clean
1 hang squat clean
  *65% 1RM
*10 minute cap

WOD:
“Always & Forever”
Buy in:
1000m row
     -Directly Into-
4 rounds:
9 strict pull ups
11 “modified” bear complex (75/55)
   directly into
Buy out:
1000m row #crossfit",,,,,['https://pbs.twimg.com/media/Fd3ACb6WAAARlX9?format=jpg&name=small'],https://twitter.com/CFWallingford/status/1575626596358053890
JOC,@freddycooter,2022-09-29T23:45:36.000Z,"JOC
@freddycooter
·
Sep 29, 2022",CrossFit is just an adult version of after-school daycare. People really pay to run in circles and climbs around walls,,,,,[],https://twitter.com/freddycooter/status/1575632919754051585
Rob Muise,@robmuise,2022-09-29T22:36:38.000Z,"Rob Muise
@robmuise
·
Sep 29, 2022",Just posted a photo @ CrossFit Bytown,,,,,['https://pbs.twimg.com/card_img/1670319558068957184/rOfH33LE?format=jpg&name=240x240'],https://twitter.com/robmuise/status/1575615563996479488
PUNE WORLDWIDE MEDIA,@MediaPune,2022-09-29T22:59:13.000Z,"PUNE WORLDWIDE MEDIA
@MediaPune
·
Sep 29, 2022",Whey Protein: Beneficial even outside the gym https://pune.media/whey-protein-beneficial-even-outside-the-gym/…,,,,,[],https://twitter.com/MediaPune/status/1575621246477340672
Bright Origin,@brightorigin,2022-09-29T22:27:54.000Z,"Bright Origin
@brightorigin
·
Sep 29, 2022","http://Fitnomics.com is for sale.

#fitness #gym #workout #fitnessmotivation #fit #motivation #bodybuilding #training #health #love #lifestyle #instagood #healthylifestyle #sport #gymlife #healthy #gymmotivation #personaltrainer #CrossFit #muscle #fitnessmodel  #fashion",👽,,,1,[],https://twitter.com/brightorigin/status/1575613365979734016
aninha culturista,@usernamedafla,2022-09-29T21:56:36.000Z,"aninha culturista
@usernamedafla
·
Sep 29, 2022",hmmmm vou pro crossfit sim,,,,1,[],https://twitter.com/usernamedafla/status/1575605490335502336
Fluminense Stuff,@FluminenseStuff,2022-09-29T22:16:40.000Z,"Fluminense Stuff
@FluminenseStuff
·
Sep 29, 2022","Treino do Fluminense nesta quinta-feira (29/09).

: Mailson Santana/Fluminense F.C",📸,,3,106,"['https://pbs.twimg.com/media/Fd2w5icXoB4VzAd?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd2w6ExX0AAL0_m?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd2w9hcXoBQp3DA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd2xQxBWAAA8nQ2?format=jpg&name=360x360']",https://twitter.com/FluminenseStuff/status/1575610538880831488
Duda Colucci,@Dudswoww,2022-09-29T22:37:49.000Z,"Duda Colucci
@Dudswoww
·
Sep 29, 2022","Indo pra academia pela SEGUNDA vez no dia, pq não consegui terminar meu treino de manha, quem eu me tornei",,3,1,13,[],https://twitter.com/Dudswoww/status/1575615859376037889
CheeseFactsBot,@CheeseFactsBot1,2022-09-29T22:19:46.000Z,"CheeseFactsBot
@CheeseFactsBot1
·
Sep 29, 2022","The solids are sometimes enjoyed cheese gets the outside protects the Taklamakan Desert in the cheese has been the whey and,",,,,,[],https://twitter.com/CheeseFactsBot1/status/1575611318278684672
What X Can Teach Us,@WhatXCanTeachUs,2022-09-29T21:52:57.000Z,"What X Can Teach Us
@WhatXCanTeachUs
·
Sep 29, 2022","Breaking News: ""What people who do crossfit can teach us about corruption in the top tier of world football""",,,,,[],https://twitter.com/WhatXCanTeachUs/status/1575604571577229314
el scorcho,@JustKratz,2022-09-29T23:12:53.000Z,"el scorcho
@JustKratz
·
Sep 29, 2022","substituir o maior idolo e líder do elenco em uma semana de treino, jetlag, fps zoado, sem jogos na champions q, 2 meses sem uma partida, sem scrims com o parceiro de lane e counter sup matchup versus discutivelmente o melhor suporte do NA? easy.

talk about BOLAS DE AÇO. #FNCWIN",,9,9,62,['https://pbs.twimg.com/media/Fd29fdKXoAIEoS4?format=png&name=360x360'],https://twitter.com/JustKratz/status/1575624684116520960
Free Jamo,@quick_steven,2022-09-29T22:17:54.000Z,"Free Jamo
@quick_steven
·
Sep 29, 2022",i just don’t understand crossfit…,,,,,[],https://twitter.com/quick_steven/status/1575610849510948864
Cai 𝐀𝐠𝐞𝐧𝐭 𝐨𝐟 𝐓.𝐑.𝐀.𝐍.𝐒.,@estelofimladris,2022-09-29T23:36:33.000Z,"Cai 𝐀𝐠𝐞𝐧𝐭 𝐨𝐟 𝐓.𝐑.𝐀.𝐍.𝐒.
@estelofimladris
·
Sep 29, 2022","I love being able to tell a person you admire that they are setting a good example for the thing you admire them for.

That's really why I go to cons and events. I love telling people that whey they do has meaning.",🍂,1,,12,[],https://twitter.com/estelofimladris/status/1575630640363364352
chosen.k,@_KeriBerri,2022-09-29T22:22:30.000Z,"chosen.k
@_KeriBerri
·
Sep 29, 2022",Why am I so nervous? Because it’s my first time ever doing CrossFit ,😬,1,,1,[],https://twitter.com/_KeriBerri/status/1575612004630265857
@idthemike@mastodon.social,@idthemike@mastodon.social,2022-09-29T23:24:31.000Z,"@idthemike@mastodon.social
@IDtheMIKE
·
Sep 29, 2022",Remember 8 years ago when every conversation came with a risk of hearing about CrossFit?,,,,4,[],https://twitter.com/IDtheMIKE/status/1575627615297478657
Josh Beauchamp Portal • Fan Site,@JoshBPortal,2022-09-29T22:52:09.000Z,"Josh Beauchamp Portal • Fan Site
@JoshBPortal
·
Sep 29, 2022","O treino de perna tá pago por hoje! 

Josh Beauchamp • Instagram Stories.",✔,,4,23,['https://pbs.twimg.com/ext_tw_video_thumb/1575619421611098114/pu/img/kAl3TlYtLooOb3Yn.jpg'],https://twitter.com/JoshBPortal/status/1575619467195056135
T. Ψ,@lovsthalia,2022-09-29T21:53:30.000Z,"T. Ψ
@lovsthalia
·
Sep 29, 2022","Camila Almeida (2004) 
Treino de fx

insta: @camila_almeida_gym",📷,1,3,19,['https://pbs.twimg.com/ext_tw_video_thumb/1575604661461164053/pu/img/Rm-kMMFikQNJ9ETM.jpg'],https://twitter.com/lovsthalia/status/1575604707061420033
Thamis,@thamissilva,2022-09-29T23:23:40.000Z,"Thamis
@thamissilva
·
Sep 29, 2022","Hoje o meu crossfit quase virou esses memes, só não virou porque não tinha câmeras. Todos preparados pra correr na rua, um cara chegou e ficou parado do nosso lado, achando que era parada de ônibus ",😂 😂 😂 😂,5,,11,[],https://twitter.com/thamissilva/status/1575627399181393921
VEIGA,@ironizouT,2022-09-29T22:59:34.000Z,"VEIGA
@ironizouT
·
Sep 29, 2022","Tô na academia treinando e pensando ""nossa eu preciso malhar mano"" isso durante o treino!! ?? Kk",,,,15,[],https://twitter.com/ironizouT/status/1575621334742147073
All Kine CrossFit,@allkinecrossfit,2022-09-29T22:36:15.000Z,"All Kine CrossFit
@allkinecrossfit
·
Sep 29, 2022",Just posted a photo @ All Kine CrossFit,,,,,['https://pbs.twimg.com/card_img/1670404755179606016/smw0QaGn?format=jpg&name=240x240'],https://twitter.com/allkinecrossfit/status/1575615465338339328
HIRO MORITA,@HIROMORITATOKYO,2022-09-29T23:38:39.000Z,"HIRO MORITA
@HIROMORITATOKYO
·
Sep 29, 2022","朝食
 白滝入り味噌汁

300mlの水
煮干し1つかみ入れて3分レンチン
具は豆腐半丁、油揚げ1枚、小松菜1房、味噌大さじ1、ニンニク1かけ、白滝180g、オリーブオイル10ml
白滝以外は一口サイズ
油以外入れて2分レンチン
油かけ完成

#おうちごはん
#朝活
#protein
#proteína
#protéine
#蛋白质
#dànbáizhì",,1,,22,"['https://pbs.twimg.com/media/Fd3EJOcakAAfoHC?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd3EJOhaMAASJQe?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd3EJOoaUAA-rI0?format=jpg&name=360x360']",https://twitter.com/HIROMORITATOKYO/status/1575631171584921600
Women in Msport,@womeninmsportbr,2022-09-29T23:42:49.000Z,"Women in Msport
@womeninmsportbr
·
Sep 29, 2022","Uma sequencia de fotos da Bruna Tomaselli para avisar que amanhã tem treino livre da W Series!

 | 8h45 - Horário de Brasília 
 | Youtube 

Nos sigam para não perderem nada dessa Race Week!

#WSeries #SingaporeGP #WSeriesSingapore",⏰ 📺,,1,11,"['https://pbs.twimg.com/media/Fd3FJpVWAAA0_qM?format=jpg&name=small', 'https://pbs.twimg.com/media/Fd3FJpYWAAUTndX?format=jpg&name=small', 'https://pbs.twimg.com/media/Fd3FJpUWYAAAYZr?format=jpg&name=small']",https://twitter.com/womeninmsportbr/status/1575632219183652864
Unknown,@Almightyyzoe_,2022-09-29T23:14:47.000Z,"Unknown
@Almightyyzoe_
·
Sep 29, 2022",Lift weights the natural way. No creatine or whey protein ,🦍,,,1,[],https://twitter.com/Almightyyzoe_/status/1575625165903314945
Siamo Tutti Palestra,@StPalestra,2022-09-29T23:06:01.000Z,"Siamo Tutti Palestra
@StPalestra
·
Sep 29, 2022","Se ninguém notou...

• O uniforme de treino e aquecimento ñ tem a 
@Betfair_net
 como Master e sim a Crefisa/FAM e;
• Ñ tem ainda a patrocinadora 
@Cimedremedios
Se a Betfair que já está a meses como master pagando 8 milhões ainda ñ surgiu a Cimed q se preocupe viu...",🐷,2,6,20,[],https://twitter.com/StPalestra/status/1575622957191221248
bia,@Idonotknowher,2022-09-29T22:46:28.000Z,"bia
@Idonotknowher
·
Sep 29, 2022","praia clube assim como a seleção brasileira fazendo um jogo treino vergonhoso, mas treino é treino e jogo é jogo",,,4,26,[],https://twitter.com/Idonotknowher/status/1575618038355066884
Alton Bertie,@AltonBertie,2022-09-29T23:37:45.000Z,"Alton Bertie
@AltonBertie
·
Sep 29, 2022",Gotta love Crossfit. Who’s doing this? Lol,,1,,5,['https://pbs.twimg.com/ext_tw_video_thumb/1575630890700623872/pu/img/aNxo77YcTpMTZE2C.jpg'],https://twitter.com/AltonBertie/status/1575630945490591746
Clutch City Brasil,@ClutchCityBR,2022-09-29T22:15:11.000Z,"Clutch City Brasil
@ClutchCityBR
·
Sep 29, 2022",Aparentemente o que aconteceu hoje no treino do Rockets é que o trio Gordon-Tari-Jabari venceu o trio KPJ-Jalen-Sengun por 37-13.,👀,2,,21,"['https://pbs.twimg.com/profile_images/1660710189933244417/gqDLf3_t_mini.jpg', 'https://pbs.twimg.com/media/Fd2LDTSXgAsoNjT?format=jpg&name=small']",https://twitter.com/ClutchCityBR/status/1575610165847416833
Chapecoense,@ChapecoenseReal,2022-09-29T23:59:36.000Z,"Chapecoense
@ChapecoenseReal
·
Sep 29, 2022","PREPARAÇÃO FINALIZADA!  

Depois do último treino - realizado na Arena Condá - a Chape está pronta para o duelo contra o Bahia! 

 Alessandra Seidel/ACF

#VamosChape #VemPraArena",📸,2,5,32,"['https://pbs.twimg.com/media/Fd3I-nLWYAUYX9i?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd3I-nHWYAIkrYl?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd3I-nJXgAMQmxI?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd3I-nHWYAA7GFQ?format=jpg&name=360x360']",https://twitter.com/ChapecoenseReal/status/1575636442176684032
˗ˏˋ anita ✎ ´ˎ˗,@AnitaKenobi,2022-09-29T21:54:27.000Z,"˗ˏˋ anita ✎ ´ˎ˗
@AnitaKenobi
·
Sep 29, 2022",pa mis gymbros del tl hay un lugar en vía argentina llamado Fitness Game y tienen a super precio la proteína whey grande de 5 lb marca optimum nutrition a ~69$ palos y ahorita tienen toda la tienda con 10% - 30% descuento so queda en ~62$,,3,7,25,[],https://twitter.com/AnitaKenobi/status/1575604947596369920
Cuiabá Esporte Clube,@CuiabaEC,2022-09-29T21:47:48.000Z,"Cuiabá Esporte Clube
@CuiabaEC
·
Sep 29, 2022",Teve novidade na reapresentação do elenco hoje: nova camisa de treino da comissão técnica,🤩,2,,37,"['https://pbs.twimg.com/media/Fd2qo6nXoAMOV2S?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd2qo6qXgAAUJuw?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd2qo6pWIAABXHD?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fd2qxIGXoAkGdGJ?format=jpg&name=360x360']",https://twitter.com/CuiabaEC/status/1575603272659783680
Combate,@combate,2022-09-29T22:00:01.000Z,"Combate
@combate
·
Sep 29, 2022","Simplesmente ele: o Manual do Cagalhão.  

Marque nos comentários aquele seu parceiro de treino que sempre tem uma desculpa para correr do sparring.  

O melhor do mundo da luta está na tela do Combate! 

Via: 
@FabricioWerdum",📖 📚 😂 👇,6,11,134,['https://pbs.twimg.com/ext_tw_video_thumb/1575557590284648448/pu/img/3MsXuO0j-fyAzgA2.jpg'],https://twitter.com/combate/status/1575606347889926144
Pistons Brasil,@PistonsBrasil_,2022-09-29T23:18:24.000Z,"Pistons Brasil
@PistonsBrasil_
·
Sep 29, 2022","Como o 
@detank_pistons
 reparou, o time titular, pelo menos nesse treino, tava com Cade, Ivey, Bojan, Livers e Duren. Banco com Killian, Diallo, Bey, Bagley e Stew.

Não será exatamente essa escalação, mas acho que confirma o Bojan como titular.",,4,1,33,['https://pbs.twimg.com/media/Fd27dghWYAAaETz.jpg'],https://twitter.com/PistonsBrasil_/status/1575626073282576384
Policía Fiscal y Aduanera (POLFA),@PoliciaAduanera,2022-09-29T23:00:27.000Z,"Policía Fiscal y Aduanera (POLFA)
@PoliciaAduanera
·
Sep 29, 2022","Mediante acciones de control aduanero en el municipio de #Ipiales, se aprehendió 70.800 unidades de suplementos dietarios, los cuales no contaban con la documentación que acreditará su legal introducción al Territorio Aduanero Nacional. #DiosYPatría #EsUnHonorSerPolicía",,,43,50,"['https://pbs.twimg.com/media/Fd27c2nX0AMwnZ9?format=jpg&name=small', 'https://pbs.twimg.com/media/Fd27dIcXgAEptq3?format=jpg&name=360x360']",https://twitter.com/PoliciaAduanera/status/1575621556126232577
ge,@geglobo,2022-09-29T23:23:00.000Z,"ge
@geglobo
·
Sep 29, 2022","Veja fotos e vídeos do treino do São Paulo em Córdoba, na Argentina. 

Tricolor se prepara para final da Copa Sul-Americana, sábado, contra o Independiente del Valle:",,2,,67,['https://pbs.twimg.com/card_img/1670830579539910657/QTloNUmg?format=jpg&name=small'],https://twitter.com/geglobo/status/1575627231149191170
